# Column definitions:   
# trait : GWAS phenotype
# CredibleSet : credible set ID for trait
# CredibleSet.AnyCodingVariant : TRUE if credible set contains a variant overlapping a coding sequence
# CredibleSet.AnySpliceSiteVariant : TRUE if credible set contains a variant within 10bp of a splice site of a coding gene
# CredibleSet.NoncodingWithSigVariant : TRUE if credible set does not contain a coding or splice site variant, and if it contains at least one variant with variant score above the specified threshold
# CredibleSet.AnyPrediction : TRUE if credible set has a prediction for this method
# CredibleSet.nNearbyGenes : Number of genes within distance threshold
# TargetGene : Gene Symbol
# TargetGene.chr : chromosome
# TargetGene.TSS : coordinate of gene transcription start site
# DistanceToTSS : Distance from best variant to the transcription start site
# DistanceToTSSRank : Rank among genes of the distance from best variant to the transcription start site
# Distance : Distance from best variant to the gene body
# DistanceRank : Rank among genes of the distance from best variant to the gene body
# GeneScore.* : Max score for this gene across cell types and variants
# CellTypes.* : Cell types in which the prediction is made
# Variants.* : Variants with variant scores above threshold responsible for the prediction
# GeneRank.* : Rank of the prediction score for this gene among other genes in the credible set
# GenePrediction.* : TRUE if gene is the gene with the max by this predictor for the credible set
# GenePredictionMax.* : TRUE if gene has the maximum score for this credible set
trait	CredibleSet	CredibleSet.AnyCodingVariant	CredibleSet.AnySpliceSiteVariant	CredibleSet.NoncodingWithSigVariant	CredibleSet.AnyPrediction	CredibleSet.nNearbyGenes	TargetGene	TargetGene.chr	TargetGene.TSS	DistanceToTSS	DistanceToTSSRank	Distance	DistanceRank	GeneScore.ABC	CellTypes.ABC	Variants.ABC	GeneRank.ABC	GenePrediction.ABC	GenePredictionMax.ABC
IBD	Huang2017-nonFm153	FALSE	FALSE	FALSE	NA	49	C1S	chr12	7167964	677583	42	677582	42	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm153	FALSE	FALSE	FALSE	NA	49	C1R	chr12	7245043	754662	43	697132	43	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm153	FALSE	FALSE	FALSE	NA	49	C1RL	chr12	7261874	771493	44	756763	44	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm153	FALSE	FALSE	FALSE	NA	49	RBP5	chr12	7282610	792229	45	785894	45	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm153	FALSE	FALSE	FALSE	NA	49	CLSTN3	chr12	7282966	792585	46	792584	46	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm153	FALSE	FALSE	FALSE	NA	49	PEX5	chr12	7342281	851900	47	851899	47	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm153	FALSE	FALSE	FALSE	NA	49	ACSM4	chr12	7456927	966546	49	966545	49	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	ATP2A2	chr12	110719031	2164445	43	2094579	43	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	ANAPC7	chr12	110841535	2041941	42	2041941	42	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	ARPC3	chr12	110888216	1995260	41	1995260	41	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	GPN3	chr12	110906089	1977387	40	1977387	40	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	FAM216A	chr12	110906231	1977245	39	1955284	39	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	VPS29	chr12	110939945	1943531	38	1943531	38	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	RAD9B	chr12	110940004	1943472	37	1913585	37	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	PPTC7	chr12	111021064	1862412	36	1862412	36	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	TCTN1	chr12	111051831	1831645	35	1796541	35	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	HVCN1	chr12	111127617	1755859	34	1755859	34	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	PPP1CC	chr12	111180783	1702693	33	1702693	33	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	CCDC63	chr12	111284763	1598713	32	1538137	32	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	MYL2	chr12	111358404	1525072	31	1525072	31	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	CUX2	chr12	111471827	1411649	30	1095118	30	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	FAM109A	chr12	111806925	1076551	29	1076551	29	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	SH2B3	chr12	111872665	1010811	28	994049	28	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	ATXN2	chr12	112037480	845996	23	845996	23	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	BRAP	chr12	112123800	759676	20	759676	21	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	ACAD10	chr12	112123856	759620	19	688565	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	ALDH2	chr12	112204690	678786	14	635687	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	MAPKAPK5	chr12	112280031	603445	12	552248	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	TMEM116	chr12	112451023	432453	8	432453	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	ERP29	chr12	112451151	432325	7	422452	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	NAA25	chr12	112546635	336841	5	336841	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	TRAFD1	chr12	112563348	320128	4	292068	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	HECTD4	chr12	112819896	63580	3	63580	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	RPL6	chr12	112847123	36353	2	36353	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	PTPN11	chr12	112856701	26775	1	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	RPH3A	chr12	113229548	346072	6	346071	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	OAS1	chr12	113344581	461105	9	461104	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	OAS3	chr12	113376237	492761	10	492760	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	OAS2	chr12	113416273	532797	11	532796	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	DTX1	chr12	113495661	612185	13	612184	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	RASAL1	chr12	113574044	690568	15	653146	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	CFAP73	chr12	113587662	704186	16	704185	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	DDX54	chr12	113623284	739808	17	711500	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	RITA1	chr12	113623330	739854	18	739853	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	IQCD	chr12	113658899	775423	21	749768	20	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	TPCN1	chr12	113659242	775766	22	775765	22	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	SLC8B1	chr12	113772973	889497	24	853093	24	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	PLBD2	chr12	113796370	912894	25	912893	25	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	SDS	chr12	113841692	958216	26	946773	26	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm158	TRUE	FALSE	FALSE	NA	43	SDSL	chr12	113860194	976718	27	976717	27	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm59	FALSE	FALSE	FALSE	NA	4	RTP2	chr3	187420345	982073	4	982073	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm59	FALSE	FALSE	FALSE	NA	4	BCL6	chr3	187463513	938905	3	938905	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm59	FALSE	FALSE	FALSE	NA	4	LPP	chr3	187871660	530758	2	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm59	FALSE	FALSE	FALSE	NA	4	TPRG1	chr3	188889762	487344	1	487343	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	SLC38A4	chr12	47219780	988588	25	988588	25	NA	NA	NA	22	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	PCED1B	chr12	47473385	734983	20	577922	16	NA	NA	NA	18	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	AMIGO2	chr12	47473734	734634	19	734634	20	NA	NA	NA	5	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	RPAP3	chr12	48099844	108524	6	108524	6	NA	NA	NA	20	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	ENDOU	chr12	48119355	89013	4	89013	5	NA	NA	NA	12	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	RAPGEF3	chr12	48152244	56124	3	56124	4	0.019518	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	rs2525051	3	TRUE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	SLC48A1	chr12	48166966	41402	2	31832	3	0.022807	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	rs2525051	2	TRUE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	HDAC7	chr12	48213763	5395	1	0	1	0.031216	BJAB_anti-IgM_anti-CD40_4hr-Engreitz,CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016,CD14-positive_monocyte-ENCODE	rs2525051	1	TRUE	TRUE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	VDR	chr12	48298814	90446	5	26950	2	NA	NA	NA	24	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	TMEM106C	chr12	48357329	148961	7	148960	7	NA	NA	NA	23	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	COL2A1	chr12	48398285	189917	8	158378	8	NA	NA	NA	11	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	SENP1	chr12	48499775	291407	9	228311	9	NA	NA	NA	21	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	PFKM	chr12	48516429	308061	10	308060	10	NA	NA	NA	19	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	ASB8	chr12	48551378	343010	11	333201	11	NA	NA	NA	7	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	CCDC184	chr12	48577365	368997	12	368996	12	NA	NA	NA	9	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	OR10AD1	chr12	48597075	388707	13	387752	13	NA	NA	NA	16	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	H1FNT	chr12	48722762	514394	14	514393	14	NA	NA	NA	13	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	ZNF641	chr12	48744674	536306	15	525423	15	NA	NA	NA	25	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	ANP32D	chr12	48866447	658079	16	658078	17	NA	NA	NA	6	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	C12orf54	chr12	48876285	667917	17	667916	18	NA	NA	NA	8	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	OR8S1	chr12	48919414	711046	18	711045	19	NA	NA	NA	17	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	LALBA	chr12	48963829	755461	21	753097	21	NA	NA	NA	15	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	KANSL2	chr12	49076035	867667	22	838625	22	NA	NA	NA	14	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	CCNT1	chr12	49110781	902413	23	873871	23	NA	NA	NA	10	FALSE	FALSE
IBD	Huang2017-nonFm156	FALSE	FALSE	TRUE	NA	25	ADCY6	chr12	49182879	974511	24	951604	24	NA	NA	NA	4	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	ZCCHC24	chr10	81205383	1100244	15	1100244	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	EIF5AL1	chr10	81272356	1033271	14	1029435	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	SFTPA2	chr10	81320217	985410	13	985410	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	SFTPA1	chr10	81370694	934933	12	930428	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	NUTM2B	chr10	81462982	842645	11	833114	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	SFTPD	chr10	81708861	596766	10	596766	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	TMEM254	chr10	81838401	467226	9	453320	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	PLAC9	chr10	81892257	413370	8	400807	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	ANXA11	chr10	81965328	340299	7	340299	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	MAT1A	chr10	82049434	256193	6	256193	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	DYDC2	chr10	82104500	201127	5	177798	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	DYDC1	chr10	82116514	189113	4	189113	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	FAM213A	chr10	82168241	137386	3	112874	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	TSPAN14	chr10	82214037	91590	2	23236	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm137	FALSE	FALSE	FALSE	NA	15	SH2D4B	chr10	82297657	7970	1	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	LMTK2	chr7	97736196	1049463	48	946715	43	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	BHLHA15	chr7	97841565	944094	42	943388	42	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	TECPR1	chr7	97881563	904096	36	904096	36	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	BRI3	chr7	97910978	874681	33	864820	33	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	BAIAP2L1	chr7	98030427	755232	29	755232	29	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	NPTX2	chr7	98246596	539063	21	526478	23	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	TMEM130	chr7	98467673	317986	15	317986	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	TRRAP	chr7	98476112	309547	12	174793	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	SMURF1	chr7	98741743	43916	2	43916	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	KPNA7	chr7	98805112	19453	1	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ARPC1A	chr7	98923495	137836	3	137835	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ARPC1B	chr7	98972297	186638	4	186637	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	PDAP1	chr7	99006305	220646	5	206637	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	BUD31	chr7	99006600	220941	6	220940	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	PTCD1	chr7	99036462	250803	7	228701	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	CPSF4	chr7	99036562	250903	8	250902	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ATP5J2-PTCD1	chr7	99063824	278165	9	228701	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ATP5J2	chr7	99063824	278165	9	270123	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZNF789	chr7	99070514	284855	11	284854	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZNF394	chr7	99097931	312272	13	305193	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZKSCAN5	chr7	99102266	316607	14	316606	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	FAM200A	chr7	99149757	364098	16	358262	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZNF655	chr7	99156044	370385	17	370384	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	TMEM225B	chr7	99195688	410029	18	410028	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZSCAN25	chr7	99214570	428911	19	428910	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	CYP3A5	chr7	99277649	491990	20	460151	20	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	CYP3A7-CYP3A51P	chr7	99332823	547164	22	496641	21	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	CYP3A7	chr7	99332823	547164	22	516999	22	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	CYP3A4	chr7	99381811	596152	24	568922	24	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	CYP3A43	chr7	99425635	639976	25	639975	25	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	OR2AE1	chr7	99474656	688997	26	688024	26	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	TRIM4	chr7	99517223	731564	27	702369	27	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	GJC3	chr7	99527243	741584	28	735231	28	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	AZGP1	chr7	99573735	788076	30	778689	30	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZKSCAN1	chr7	99613174	827515	31	827514	31	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZSCAN21	chr7	99647416	861757	32	861756	32	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	ZNF3	chr7	99679387	893728	34	881933	34	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	COPS6	chr7	99686582	900923	35	900922	35	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	AP4M1	chr7	99699129	913470	37	913469	38	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	MCM7	chr7	99699563	913904	38	904690	37	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	TAF6	chr7	99716995	931336	39	919032	39	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	CNPY4	chr7	99717264	931605	40	931604	40	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	MBLAC1	chr7	99724316	938657	41	938656	41	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	LAMTOR4	chr7	99746521	960862	43	960861	44	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	C7orf43	chr7	99756344	970685	44	966382	45	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	GAL3ST4	chr7	99766373	980714	45	971204	46	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	GPC2	chr7	99775049	989390	46	981568	47	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm113	TRUE	FALSE	FALSE	NA	48	STAG3	chr7	99775365	989706	47	989705	48	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	ZNF507	chr19	32836513	898065	20	856005	20	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	DPY19L3	chr19	32897021	837557	19	757779	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	PDCD5	chr19	33072093	662485	18	656220	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	ANKRD27	chr19	33166102	568476	17	568476	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	RGS9BP	chr19	33166312	568266	16	565372	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	NUDT19	chr19	33182866	551712	14	529876	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	TDRD12	chr19	33210678	523900	13	452864	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	SLC7A9	chr19	33360683	373895	11	373895	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	CEP89	chr19	33462935	271643	9	271643	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	FAAP24	chr19	33463122	271456	8	266177	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	RHPN2	chr19	33555824	178754	7	178754	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	GPATCH1	chr19	33571785	162793	6	113260	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	WDR88	chr19	33622997	111581	4	67875	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	LRP3	chr19	33685598	48980	2	34805	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	SLC7A10	chr19	33716756	17822	1	17822	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-nonFm196	FALSE	FALSE	TRUE	NA	21	CEBPA	chr19	33793470	58892	3	56260	3	NA	NA	NA	NA	FALSE	FALSE
